Word,Synonym
varṇayanti,describe
sma,in the past
kavayaḥ,the learned
veda-guhyāni,undiscoverable by theVedas
hṛt-pateḥ,of the Lord of the heart.
saḥ,the Supreme Lord
vā,alternately
idam,this
viśvam,manifested universes
amogha-līlaḥ,one whose activities are spotless
sṛjati,creates
avatiatti,maintains and annihilates
na,not
sajjate,is affected by
asmin,in them
bhūteṣu,in all living beings
ca,also
antarhitaḥ,living within
ātma-tantraḥ,self-independent
ṣāṭ-vargikam,endowed with all the potencies of His opulences
jighrati,"superficially attached, like smelling the fragrance"
ṣaṭ-guṇa-īśaḥ,master of the six senses.
na,not
ca,and
asya,of Him
kaścit,anyone
nipuṇena,by dexterity
dhātuḥ,of the creator
avaiti,can know
jantuḥ,the living being
kumanīṣaḥ,with a poor fund of knowledge
ūtīḥ,activities of the Lord
nāmāni,His names
rūpāṇi,His forms
manaḥ-vacobhiḥ,by dint of mental speculation or deliverance of speeches
santanvataḥ,displaying
naṭa-caryām,a dramatic action
iva,like
ajñaḥ,the foolish.
saḥ,He alone
veda,can know
dhātuḥ,of the creator
padavīm,glories
parasya,of the transcendence
duranta-vīryasya,of the greatly powerful
ratha-aṅga-pāṇeḥ,"of Lord Kṛṣṇa, who bears in His hand the wheel of a chariot"
yaḥ,one who
amāyayā,without reservation
santatayā,without any gap
anuvṛttyā,favorably
bhajeta,renders service
tat-pāda,of His feet
saroja-gandham,fragrance of the lotus.
atha,thus
iha,in this world
dhanyāḥ,successful
bhagavantaḥ,perfectly cognizant
ittham,such
yat,what
vāsudeve,unto the Personality of Godhead
akhila,all-embracing
loka-nāthe,unto the proprietor of all the universes
kurvanti,inspires
sarva-ātmakam,one- hundred-percent
ātma,spirit
bhāvam,ecstasy
na,never
yatra,wherein
bhūyaḥ,again
parivartaḥ,repetition
ugraḥ,dreadful.
idam,this
bhāgavatam,book containing the narration of the Personality of Godhead and His pure devotees
nāma,of the name
purāṇam,supplementary to theVedas
brahma-sammitam,incarnation of Lord Śrī Kṛṣṇa
uttama-śloka,of the Personality of Godhead
caritam,activities
cakāra,compiled
bhagavān,incarnation of the Personality of Godhead
ṛṣiḥ,Śrī Vyāsadeva
niḥśreyasāya,for the ultimate good
lokasya,of all people
dhanyam,fully successful
svasti-ayanam,all-blissful
mahat,all-perfect.
tat,that
idam,this
grāhayāmāsa,made to accept
sutam,unto his son
ātmavatām,of the self-realized
varam,most respectful
sarva,all
veda,Vedic literatures (books of knowledge)
itihāsānām,of all the histories
sāram,cream
sāram,cream
samuddhṛtam,taken out.
saḥ,the son of Vyāsadeva
tu,again
saṁśrāvayāmāsa,make them audible
mahā-rājam,unto the emperor
parīkṣitam,of the name Parīkṣit
prāya-upaviṣṭam,who sat until death without food or drink
gaṅgāyām,on the bank of the Ganges
parītam,being surrounded
parama-ṛṣibhiḥ,by great sages.
kṛṣṇe,in Kṛṣṇa’s
sva-dhāma,own abode
upagate,having returned
dharma,religion
jñāna,knowledge
ādibhiḥ,combined together
saha,along with
kalau,in the Kali-yuga
naṣṭa-dṛśām,of persons who have lost their sight
eṣaḥ,all these
purāṇa-arkaḥ,thePurāṇawhich is brilliant like the sun
adhunā,just now
uditaḥ,has arisen.
tatra,there
kīrtayataḥ,while reciting
viprāḥ,Obrāhmaṇas
vipra-ṛṣeḥ,from the greatbrāhmaṇa-ṛṣi
bhūri,greatly
tejasaḥ,powerful
aham,I
ca,also
adhyagamam,could understand
tatra,in that meeting
niviṣṭaḥ,being perfectly attentive
tat-anugrahāt,by his mercy
saḥ,that very thing
aham,I
vaḥ,unto you
śrāvayiṣyāmi,shall let you hear
yathā-adhītamyathā-mati,as far as my realization.
vyāsaḥ,Vyāsadeva
uvāca,said
iti,thus
bruvāṇam,speaking
saṁstūya,congratulating
munīnām,of the great sages
dīrgha,prolonged
satriṇām,of those engaged in the performance of sacrifice
vṛddhaḥ,elderly
kula-patiḥ,head of the assembly
sūtam,unto Sūta Gosvāmī
bahu-ṛcaḥ,learned
śaunakaḥ,of the name Śaunaka
abravīt,addressed.
śaunakaḥ,Śaunaka
uvāca,said
sūtasūta,O Sūta Gosvāmī
mahā-bhāga,the most fortunate
vada,please speak
naḥ,unto us
vadatām,of those who can speak
vara,respected
kathām,message
bhāgavatīm,of theBhāgavatam
puṇyām,pious
yat,which
āha,said
bhagavān,greatly powerful
śukaḥ,Śrī Śukadeva Gosvāmī.
kasmin,in which
yuge,period
pravṛttā,was begun
iyam,this
sthāne,in the place
vā,or
kena,on what
hetunā,ground
kutaḥ,wherefrom
sañcoditaḥ,inspired by
kṛṣṇaḥ,Kṛṣṇa-dvaipāyana Vyāsa
kṛtavān,compiled
saṁhitām,Vedic literature
muniḥ,the learned.
tasya,his
putraḥ,son
mahā-yogī,a great devotee
sama-dṛk,equibalanced
nirvikalpakaḥ,absolute monist
ekānta-matiḥ,fixed in monism or oneness of mind
unnidraḥ,surpassed nescience
gūḍhaḥ,not exposed
mūḍhaḥ,stunted
iva,like
īyate,appears like.
dṛṣṭvā,by seeing
anuyāntam,following
ṛṣim,the sage
ātmajam,his son
api,in spite of
anagnam,not naked
devyaḥ,beautiful damsels
hriyā,out of shyness
paridadhuḥ,covered the body
na,not
sutasya,of the son
citram,astonishing
tatvīkṣya,by seeing that
pṛcchati,asking
munau,unto themuni(Vyāsa)
jagaduḥ,replied
tava,your
asti,there are
strī-pum,male and female
bhidā,differences
na,not
tu,but
sutasya,of the son
vivikta,purified
dṛṣṭeḥ,of one who looks.
katham,how
ālakṣitaḥ,recognized
pauraiḥ,by the citizens
samprāptaḥ,reaching
kuru-jāṅgalān,the Kuru-jāṅgala provinces
unmatta,mad
mūka,dumb
jaḍavat,stunted
vicaran,wandering
gaja-sāhvaye,Hastināpura.
katham,how is it
vā,also
pāṇḍaveyasya,of the descendant of Pāṇḍu (Parīkṣit)
rājarṣeḥ,of the king who was a sage
muninā,with themuni
saha,with
saṁvādaḥ,discussion
samabhūt,took place
tāta,O darling
yatra,whereupon
eṣā,like this
sātvatī,transcendental
śrutiḥ,essence of theVedas.
saḥ,he (Śukadeva Gosvāmī)
go-dohana-mātram,only for the time of milking the cow
hi,certainly
gṛheṣu,in the house
gṛha-medhinām,of the householders
avekṣate,waits
mahā-bhāgaḥ,the most fortunate
tīrthī,pilgrimage
kurvan,transforming
tatāśramam,the residence.
abhimanyu-sutam,the son of Abhimanyu
sūta,O Sūta
prāhuḥ,is said to be
bhāgavata-uttamam,the first-class devotee of the Lord
tasya,his
janma,birth
mahā-āścaryam,very wonderful
karmāṇi,activities
ca,and
gṛṇīhi,please speak to
naḥ,us.
saḥ,he
samrāṭ,the Emperor
kasya,for what
vā,or
hetoḥ,reason
pāṇḍūnām,of the sons of Pāṇḍu
māna-vardhanaḥ,one who enriches the family
prāya-upaviṣṭaḥ,sitting and fasting
gaṅgāyām,on the bank of the Ganges
anādṛtya,neglecting
adhirāṭ,acquired kingdom
śriyam,opulences.
namanti,bow down
yat-pāda,whose feet
niketam,under
ātmanaḥ,own
śivāya,welfare
hānīya,used to bring about
dhanāni,wealth
śatravaḥ,enemies
katham,for what reason
saḥ,he
vīraḥ,the chivalrous
śriyam,opulences
aṅga,O Sūta Gosvāmī
dustyajām,insuperable
yuvā,in full youth
aiṣata,desired
utsraṣṭum,to give up
aho,exclamation
saha,with
asubhiḥ,life.
śivāya,welfare
lokasya,of all living beings
bhavāya,for flourishing
bhūtaye,for economic development
ye,one who is
uttama-śloka-parāyaṇāḥ,devoted to the cause of the Personality of Godhead
janāḥ,men
jīvanti,do live
na,but not
ātma-artham,selfish interest
asau,that
para-āśrayam,shelter for others
mumoca,gave up
nirvidya,being freed from all attachment
kutaḥ,for what reason
kalevaram,mortal body.
tat,that
sarvam,all
naḥ,unto us
samācakṣva,clearly explain
pṛṣṭaḥ,questioned
yatiha,herein
kiñcana,all that
manye,we think
tvām,you
viṣaye,in all subjects
vācām,meanings of words
snātam,fully acquainted
anyatra,except
chāndasāt,portion of theVedas.
sūtaḥ,Sūta Gosvāmī
uvāca,said
dvāpare,in the second millennium
samanuprāpte,on the advent of
tṛtīye,third
yuga,millennium
paryaye,in the place of
jātaḥ,was begotten
parāśarāt,by Parāśara
yogī,the great sage
vāsavyām,in the womb of the daughter of Vasu
kalayā,in the plenary portion
hareḥ,of the Personality of Godhead.
saḥ,he
kadācit,once
sarasvatyāḥ,on the bank of the Sarasvatī
upaspṛśya,after finishing morning ablutions
jalam,water
śuciḥ,being purified
vivikte,concentration
ekaḥ,alone
āsīnaḥ,being thus seated
udite,on the rise
ravi-maṇḍale,of the sun disc.
para-avara,past and future
jñaḥ,one who knows
saḥ,he
ṛṣiḥ,Vyāsadeva
kālena,by time
avyakta,unmanifested
raṁhasā,by great force
yuga-dharma,acts in terms of the millennium
vyatikaram,anomalies
prāptam,having accrued
bhuvi,on the earth
yugeyuge,different ages.
sūtaḥ,Sūta
uvāca,said
atha,therefore
tam,him
sukhamāsīnaḥ,comfortably seated
upāsīnam,unto one sitting nearby
bṛhat-śravāḥ,greatly respected
devarṣiḥ,the greatṛṣiamong the gods
prāha,said
viprarṣim,unto theṛṣiamong thebrāhmaṇas
vīṇā-pāṇiḥ,one who carries avīṇāin his hand
smayaniva,apparently smiling.
nāradaḥ,Nārada
uvāca,said
pārāśarya,O son of Parāśara
mahā-bhāga,the greatly fortunate
bhavataḥ,your
kaccit,if it is
ātmanā,by the self-realization of
parituṣyati,does it satisfy
śārīraḥ,identifying the body
ātmā,self
mānasaḥ,identifying the mind
eva,certainly
vā,and.
jijñāsitam,fully inquired
susampannam,well versed
api,in spite of
te,your
mahat-adbhutam,great and wonderful
kṛtavān,prepared
bhāratam,theMahābhārata
yaḥtvam,what you have done
sarva-artha,including all sequences
paribṛṁhitam,elaborately explained.
jijñāsitam,deliberated fully well
adhītam,the knowledge obtained
ca,and
brahma,the Absolute
yat,what
tat,that
sanātanam,eternal
tathāpi,in spite of that
śocasi,lamenting
ātmānam,unto the self
akṛta-arthaḥ,undone
iva,like
prabho,my dear sir.
vyāsaḥ,Vyāsa
uvāca,said
asti,there is
eva,certainly
me,mine
sarvam,all
idam,this
tvayā,by you
uktam,uttered
tathāpi,and yet
na,not
ātmā,self
parituṣyate,does pacify
me,unto me
tat,of which
mūlam,root
avyaktam,undetected
agādha-bodham,the man of unlimited knowledge
pṛcchāmahe,do inquire
tvā,unto you
ātma-bhava,self-born
ātma-bhūtam,offspring.
saḥ,thus
vai,certainly
bhavān,yourself
veda,know
samasta,all-inclusive
guhyam,confidential
upāsitaḥ,devotee of
yat,because
puruṣaḥ,the Personality of Godhead
purāṇaḥ,the oldest
para-avara-īśaḥ,the controller of the material and spiritual worlds
manasā,mind
eva,only
viśvam,the universe
sṛjati,creates
avatiatti,annihilates
guṇaiḥ,by the qualitative matter
asaṅgaḥ,unattached.
tvam,Your Goodness
paryaṭan,traveling
arkaḥ,the sun
iva,like
tri-lokīm,the three worlds
antaḥ-caraḥ,can penetrate into everyone’s heart
vāyuḥiva,as good as the all-pervading air
ātma,self-realized
sākṣī,witness
para-avare,in the matter of cause and effect
brahmaṇi,in the Absolute
dharmataḥ,under disciplinary regulations
vrataiḥ,in vow
snātasya,having been absorbed in
me,mine
nyūnam,deficiency
alam,clearly
vicakṣva,search out.
śrī-nāradaḥ,Śrī Nārada
uvāca,said
bhavatā,by you
anudita-prāyam,almost not praised
yaśaḥ,glories
bhagavataḥ,of the Personality of Godhead
amalam,spotless
yena,by which
eva,certainly
asau,He (the Personality of Godhead)
na,does not
tuṣyeta,be pleased
manye,I think
tat,that
darśanam,philosophy
khilam,inferior.
yathā,as much as
dharma-ādayaḥ,all four principles of religious behavior
ca,and
arthāḥ,purposes
muni-varya,"by yourself, the great sage"
anukīrtitāḥ,repeatedly described
na,not
tathā,in that way
vāsudevasya,"of the Personality of Godhead, Śrī Kṛṣṇa"
mahimā,glories
hi,certainly
anuvarṇitaḥ,so constantly described.
na,not
yat,that
vacaḥ,vocabulary
citra-padam,decorative
hareḥ,of the Lord
yaśaḥ,glories
jagat,universe
pavitram,sanctified
pragṛṇīta,described
karhicit,hardly
tat,that
vāyasam,crows
tīrtham,place of pilgrimage
uśanti,think
mānasāḥ,saintly persons
na,not
yatra,where
haṁsāḥ,all-perfect beings
niramanti,take pleasure
uśik-kṣayāḥ,those who reside in the transcendental abode.
tat,that
vāk,vocabulary
visargaḥ,creation
janatā,the people in general
agha,sins
viplavaḥ,revolutionary
yasmin,in which
prati-ślokam,each and every stanza
abaddhavati,irregularly composed
api,in spite of
nāmāni,"transcendental names, etc."
anantasya,of the unlimited Lord
yaśaḥ,glories
aṅkitāni,depicted
yat,what
śṛṇvanti,do hear
gāyanti,do sing
gṛṇanti,do accept
sādhavaḥ,the purified men who are honest.
naiṣkarmyam,"self-realization, being freed from the reactions of fruitive work"
api,in spite of
acyuta,the infallible Lord
bhāva,conception
varjitam,devoid of
na,does not
śobhate,look well
jñānam,transcendental knowledge
alam,by and by
nirañjanam,free from designations
kutaḥ,where is
punaḥ,again
śaśvat,always
abhadram,uncongenial
īśvare,unto the Lord
na,not
ca,and
arpitam,offered
karma,fruitive work
yatapi,what is
akāraṇam,not fruitive.
atho,therefore
mahā-bhāga,highly fortunate
bhavān,yourself
amogha-dṛk,the perfect seer
śuci,spotless
śravāḥ,famous
satya-rataḥ,having taken the vow of truthfulness
dhṛta-vrataḥ,fixed in spiritual qualities
urukramasya,of the one who performs supernatural activities (God)
akhila,universal
bandha,bondage
muktaye,for liberation from
samādhinā,by trance
anusmara,think repeatedly and then describe them
tat-viceṣṭitam,various pastimes of the Lord.
tataḥ,from that
anyathā,apart
kiñcana,something
yat,whatsoever
vivakṣataḥ,desiring to describe
pṛthak,separately
dṛśaḥ,vision
tat-kṛta,reactionary to that
rūpa,form
nāmabhiḥ,by names
nakarhicit,never
kvāpi,any
ca,and
duḥsthitāmatiḥ,oscillating mind
labheta,gains
vāta-āhata,troubled by the wind
nauḥ,boat
iva,like
āspadam,place.
jugupsitam,verily condemned
dharma-kṛte,for the matter of religion
anuśāsataḥ,instruction
svabhāva-raktasya,naturally inclined
mahān,great
vyatikramaḥ,unreasonable
yat-vākyataḥ,under whose instruction
dharmaḥ,religion
iti,it is thus
itaraḥ,the people in general
sthitaḥ,fixed
na,do not
manyate,think
tasya,of that
nivāraṇam,prohibition
janaḥ,they.
vicakṣaṇaḥ,very expert
asya,of him
arhati,deserves
veditum,to understand
vibhoḥ,of the Lord
ananta-pārasya,of the unlimited
nivṛttitaḥ,retired from
sukham,material happiness
pravartamānasya,those who are attached to
guṇaiḥ,by the material qualities
anātmanaḥ,devoid of knowledge in spiritual value
tataḥ,therefore
bhavān,Your Goodness
darśaya,show the ways
ceṣṭitam,activities
vibhoḥ,of the Lord.
tyaktvā,having forsaken
sva-dharmam,one’s own occupational engagement
caraṇa-ambujam,the lotus feet
hareḥ,of Hari (the Lord)
bhajan,in the course of devotional service
apakvaḥ,immature
atha,for the matter of
patet,falls down
tataḥ,from that place
yadi,if
yatra,whereupon
kva,what sort of
vā,or (used sarcastically)
abhadram,unfavorable
abhūt,shall happen
amuṣya,of him
kim,nothing
kaḥvāarthaḥ,what interest
āptaḥ,obtained
abhajatām,of the nondevotee
sva-dharmataḥ,being engaged in occupational service.
tasya,for that purpose
eva,only
hetoḥ,reason
prayateta,should endeavor
kovidaḥ,one who is philosophically inclined
nalabhyate,is not obtained
yat,what
bhramatām,wandering
upariadhaḥ,from top to bottom
tat,that
labhyate,can be obtained
duḥkhavat,like the miseries
anyataḥ,as a result of previous work
sukham,sense enjoyment
kālena,in course of time
sarvatra,everywhere
gabhīra,subtle
raṁhasā,progress.
na,never
vai,certainly
janaḥ,a person
jātu,at any time
kathañcana,somehow or other
āvrajet,does not undergo
mukunda-sevī,the devotee of the Lord
anyavat,like others
aṅga,O my dear
saṁsṛtim,material existence
smaran,remembering
mukunda-aṅghri,the lotus feet of the Lord
upagūhanam,embracing
punaḥ,again
vihātum,willing to give up
icchet,desire
na,never
rasa-grahaḥ,one who has relished the mellow
janaḥ,person.
idam,this
hi,all
viśvam,cosmos
bhagavān,the Supreme Lord
iva,almost the same
itaraḥ,different from
yataḥ,from whom
jagat,the worlds
sthāna,exist
nirodha,annihilation
sambhavāḥ,creation
tathi,all about
svayam,personally
veda,know
bhavān,your good self
tathāapi,still
te,unto you
prādeśa-mātram,a synopsis only
bhavataḥ,unto you
pradarśitam,explained.
tvam,yourself
ātmanā,by your own self
ātmānam,the Supersoul
avehi,search out
amogha-dṛk,one who has perfect vision
parasya,of the Transcendence
puṁsaḥ,the Personality of Godhead
paramātmanaḥ,of the Supreme Lord
kalām,plenary part
ajam,birthless
prajātam,have taken birth
jagataḥ,of the world
śivāya,for the well-being
tat,that
mahā-anubhāva,"of the Supreme Personality of Godhead, Śrī Kṛṣṇa"
abhyudayaḥ,pastimes
